,Product,Origin,Destination,OriginStationarity,DestinationStationarity,diffLength
0,Maize Meal,Gitega,Bujumbura,1,1,0
0,Maize Meal,Gitega,Kigoma,1,1,0
0,Maize Meal,Gitega,Kobero,1,1,0
0,Maize Meal,Gitega,Mwanza,1,1,0
0,Maize Meal,Gitega,Ngozi,1,1,0
0,Maize Meal,Gulu,Lira,1,1,0
0,Maize Meal,Gulu,Masindi,1,1,0
0,Maize Meal,Iringa,Dodoma,1,1,0
0,Maize Meal,Iringa,Mbeya,1,1,0
0,Maize Meal,Iringa,Morogoro,1,1,0
0,Maize Meal,Iringa,Songea,1,1,0
0,Maize Meal,Kabale,Kasese,1,1,10
0,Maize Meal,Kabale,Mulindi,1,1,0
0,Maize Meal,Kabale,Ruhengeri,1,1,0
0,Maize Meal,Kamembe,Bujumbura,1,1,0
0,Maize Meal,Kamembe,Kigali,1,1,0
0,Maize Meal,Kamembe,Ngozi,1,1,0
0,Maize Meal,Kamembe,Rubavu,1,1,0
0,Maize Meal,Kamembe,Ruhuha,1,1,0
0,Maize Meal,Kampala,Busia,1,1,0
0,Maize Meal,Kampala,Kasese,1,1,30
0,Maize Meal,Kampala,Masindi,1,1,81
0,Maize Meal,Kampala,Mbale,1,1,72
0,Maize Meal,Kampala,Musoma,1,1,0
0,Maize Meal,Kampala,Soroti,1,1,0
0,Maize Meal,Kampala,Tororo,1,1,47
0,Maize Meal,Kapchorwa,Kitale,1,1,0
0,Maize Meal,Kapchorwa,Mbale,1,1,0
0,Maize Meal,Kasese,Kabale,1,1,10
0,Maize Meal,Kasese,Kampala,1,1,30
0,Maize Meal,Kasese,Masindi,1,1,30
0,Maize Meal,Kasese,Ruhengeri,1,1,0
0,Maize Meal,Kicukiro,Kigali,1,1,0
0,Maize Meal,Kigali,Gicumbi,1,1,0
0,Maize Meal,Kigali,Kamembe,1,1,0
0,Maize Meal,Kigali,Kicukiro,1,1,0
0,Maize Meal,Kigali,Kobero,1,1,0
0,Maize Meal,Kigali,Ngozi,1,1,0
0,Maize Meal,Kigali,Ruhengeri,1,1,0
0,Maize Meal,Kigali,Ruhuha,1,1,0
0,Maize Meal,Kigoma,Arusha,1,1,0
0,Maize Meal,Kigoma,Bujumbura,1,1,0
0,Maize Meal,Kigoma,Gitega,1,1,0
0,Maize Meal,Kigoma,Kobero,1,1,0
0,Maize Meal,Kigoma,Mbeya,1,1,0
0,Maize Meal,Kigoma,Mwanza,1,1,0
0,Maize Meal,Kigoma,Tunduma,1,1,0
0,Maize Meal,Kisumu,Busia,1,1,0
0,Maize Meal,Kisumu,Eldoret,1,1,0
0,Maize Meal,Kisumu,Kitale,1,1,0
0,Maize Meal,Kisumu,Musoma,1,1,0
0,Maize Meal,Kisumu,Nakuru,1,1,0
0,Maize Meal,Kisumu,Tororo,1,1,0
0,Maize Meal,Kitale,Busia,1,1,0
0,Maize Meal,Kitale,Eldoret,1,1,0
0,Maize Meal,Kitale,Kapchorwa,1,1,0
0,Maize Meal,Kitale,Kisumu,1,1,0
0,Maize Meal,Kitale,Mbale,1,1,0
0,Maize Meal,Kitale,Tororo,1,1,0
0,Maize Meal,Kobero,Gitega,1,1,0
0,Maize Meal,Kobero,Kigali,1,1,0
0,Maize Meal,Kobero,Kigoma,1,1,0
0,Maize Meal,Kobero,Mwanza,1,1,0
0,Maize Meal,Kobero,Ngozi,1,1,0
0,Maize Meal,Kobero,Ruhuha,1,1,0
0,Maize Meal,Lira,Gulu,1,1,0
0,Maize Meal,Lira,Masindi,1,1,65
0,Maize Meal,Lira,Soroti,1,1,0
0,Maize Meal,Machakos,Arusha,1,1,0
0,Maize Meal,Machakos,Makueni,1,1,0
0,Maize Meal,Machakos,Meru,1,1,0
0,Maize Meal,Machakos,Mombasa,1,1,0
0,Maize Meal,Machakos,Moshi,1,1,0
0,Maize Meal,Machakos,Nairobi,1,1,0
0,Maize Meal,Makueni,Arusha,1,1,0
0,Maize Meal,Makueni,Machakos,1,1,0
0,Maize Meal,Makueni,Meru,1,1,0
0,Maize Meal,Makueni,Mombasa,1,1,0
0,Maize Meal,Makueni,Moshi,1,1,0
0,Maize Meal,Makueni,Nairobi,1,1,0
0,Maize Meal,Masindi,Gulu,1,1,0
0,Maize Meal,Masindi,Kampala,1,1,81
0,Maize Meal,Masindi,Kasese,1,1,30
0,Maize Meal,Masindi,Lira,1,1,65
0,Maize Meal,Mbale,Kampala,1,1,72
0,Maize Meal,Mbale,Kapchorwa,1,1,0
0,Maize Meal,Mbale,Kitale,1,1,0
0,Maize Meal,Mbale,Soroti,1,1,0
0,Maize Meal,Mbale,Tororo,1,1,45
0,Maize Meal,Mbeya,Dodoma,1,1,0
0,Maize Meal,Mbeya,Iringa,1,1,0
0,Maize Meal,Mbeya,Kigoma,1,1,0
0,Maize Meal,Mbeya,Mwanza,1,1,0
0,Maize Meal,Mbeya,Songea,1,1,0
0,Maize Meal,Mbeya,Tunduma,1,1,0
0,Maize Meal,Meru,Eldoret,1,1,0
0,Maize Meal,Meru,Machakos,1,1,0
0,Maize Meal,Meru,Makueni,1,1,0
0,Maize Meal,Meru,Nairobi,1,1,0
0,Maize Meal,Meru,Nakuru,1,1,0
0,Maize Meal,Mombasa,Machakos,1,1,0
0,Maize Meal,Mombasa,Makueni,1,1,0
0,Maize Meal,Mombasa,Moshi,1,1,0
0,Maize Meal,Mombasa,Nairobi,1,1,0
0,Maize Meal,Mombasa,Tanga,1,1,0
0,Maize Meal,Morogoro,Arusha,1,1,0
0,Maize Meal,Morogoro,Dar es salaam,1,1,0
0,Maize Meal,Morogoro,Dodoma,1,1,0
0,Maize Meal,Morogoro,Iringa,1,1,0
0,Maize Meal,Morogoro,Moshi,1,1,0
0,Maize Meal,Morogoro,Tanga,1,1,0
0,Maize Meal,Moshi,Arusha,1,1,0
0,Maize Meal,Moshi,Dar es salaam,1,1,0
0,Maize Meal,Moshi,Machakos,1,1,0
0,Maize Meal,Moshi,Makueni,1,1,0
0,Maize Meal,Moshi,Mombasa,1,1,0
0,Maize Meal,Moshi,Morogoro,1,1,0
0,Maize Meal,Moshi,Nairobi,1,1,0
0,Maize Meal,Moshi,Tanga,1,1,0
0,Maize Meal,Mulindi,Gicumbi,1,1,0
0,Maize Meal,Mulindi,Kabale,1,1,0
0,Maize Meal,Mulindi,Ruhengeri,1,1,0
0,Maize Meal,Musoma,Arusha,1,1,0
0,Maize Meal,Musoma,Kampala,1,1,0
0,Maize Meal,Musoma,Kisumu,1,1,0
0,Maize Meal,Musoma,Mwanza,1,1,0
0,Maize Meal,Musoma,Nairobi,1,1,0
0,Maize Meal,Musoma,Nakuru,1,1,0
0,Maize Meal,Mwanza,Arusha,1,1,23
0,Maize Meal,Mwanza,Dodoma,1,1,0
0,Maize Meal,Mwanza,Gitega,1,1,0
0,Maize Meal,Mwanza,Kigoma,1,1,0
0,Maize Meal,Mwanza,Kobero,1,1,0
0,Maize Meal,Mwanza,Mbeya,1,1,0
0,Maize Meal,Mwanza,Musoma,1,1,0
0,Maize Meal,Nairobi,Arusha,1,1,0
0,Maize Meal,Nairobi,Machakos,1,1,0
0,Maize Meal,Nairobi,Makueni,1,1,0
0,Maize Meal,Nairobi,Meru,1,1,0
0,Maize Meal,Nairobi,Mombasa,1,1,0
0,Maize Meal,Nairobi,Moshi,1,1,0
0,Maize Meal,Nairobi,Musoma,1,1,0
0,Maize Meal,Nairobi,Nakuru,1,1,0
0,Maize Meal,Nakuru,Eldoret,1,1,0
0,Maize Meal,Nakuru,Kisumu,1,1,0
0,Maize Meal,Nakuru,Meru,1,1,0
0,Maize Meal,Nakuru,Musoma,1,1,0
0,Maize Meal,Nakuru,Nairobi,1,1,0
0,Maize Meal,Ngozi,Bujumbura,1,1,0
0,Maize Meal,Ngozi,Gitega,1,1,0
0,Maize Meal,Ngozi,Kamembe,1,1,0
0,Maize Meal,Ngozi,Kigali,1,1,0
0,Maize Meal,Ngozi,Kobero,1,1,0
0,Maize Meal,Ngozi,Rubavu,1,1,0
0,Maize Meal,Ngozi,Ruhuha,1,1,0
0,Maize Meal,Rubavu,Kamembe,1,1,0
0,Maize Meal,Rubavu,Ngozi,1,1,0
0,Maize Meal,Rubavu,Ruhengeri,1,1,0
0,Maize Meal,Ruhengeri,Gicumbi,1,1,0
0,Maize Meal,Ruhengeri,Kabale,1,1,0
0,Maize Meal,Ruhengeri,Kasese,1,1,0
0,Maize Meal,Ruhengeri,Kigali,1,1,0
0,Maize Meal,Ruhengeri,Mulindi,1,1,0
0,Maize Meal,Ruhengeri,Rubavu,1,1,0
0,Maize Meal,Ruhuha,Kamembe,1,1,0
0,Maize Meal,Ruhuha,Kigali,1,1,0
0,Maize Meal,Ruhuha,Kobero,1,1,0
0,Maize Meal,Ruhuha,Ngozi,1,1,0
0,Maize Meal,Songea,Dar es salaam,1,1,0
0,Maize Meal,Songea,Iringa,1,1,0
0,Maize Meal,Songea,Mbeya,1,1,0
0,Maize Meal,Soroti,Kampala,1,1,0
0,Maize Meal,Soroti,Lira,1,1,0
0,Maize Meal,Soroti,Mbale,1,1,0
0,Maize Meal,Tanga,Dar es salaam,1,1,0
0,Maize Meal,Tanga,Mombasa,1,1,0
0,Maize Meal,Tanga,Morogoro,1,1,0
0,Maize Meal,Tanga,Moshi,1,1,0
0,Maize Meal,Tororo,Busia,1,1,0
0,Maize Meal,Tororo,Eldoret,1,1,0
0,Maize Meal,Tororo,Kampala,1,1,47
0,Maize Meal,Tororo,Kisumu,1,1,0
0,Maize Meal,Tororo,Kitale,1,1,0
0,Maize Meal,Tororo,Mbale,1,1,45
0,Maize Meal,Tunduma,Kigoma,1,1,0
0,Maize Meal,Tunduma,Mbeya,1,1,0
0,Mbeya Rice,Arusha,Dodoma,1,1,0
0,Mbeya Rice,Arusha,Kigoma,1,1,0
0,Mbeya Rice,Arusha,Machakos,1,1,0
0,Mbeya Rice,Arusha,Makueni,1,1,0
0,Mbeya Rice,Arusha,Morogoro,1,1,0
0,Mbeya Rice,Arusha,Moshi,1,1,0
0,Mbeya Rice,Arusha,Musoma,1,1,0
0,Mbeya Rice,Arusha,Mwanza,1,1,0
0,Mbeya Rice,Arusha,Nairobi,1,1,0
0,Mbeya Rice,Bujumbura,Gitega,1,1,0
0,Mbeya Rice,Bujumbura,Kamembe,1,1,0
0,Mbeya Rice,Bujumbura,Kigoma,1,1,0
0,Mbeya Rice,Bujumbura,Ngozi,1,1,0
0,Mbeya Rice,Busia,Eldoret,1,1,0
0,Mbeya Rice,Busia,Kampala,1,1,0
0,Mbeya Rice,Busia,Kisumu,1,1,0
0,Mbeya Rice,Busia,Kitale,1,1,0
0,Mbeya Rice,Busia,Tororo,1,1,0
0,Mbeya Rice,Dar es salaam,Morogoro,1,1,0
0,Mbeya Rice,Dar es salaam,Moshi,1,1,0
0,Mbeya Rice,Dar es salaam,Songea,1,1,0
0,Mbeya Rice,Dar es salaam,Tanga,1,1,0
0,Mbeya Rice,Dodoma,Arusha,1,1,0
0,Mbeya Rice,Dodoma,Iringa,1,1,0
0,Mbeya Rice,Dodoma,Mbeya,1,1,0
0,Mbeya Rice,Dodoma,Morogoro,1,1,0
0,Mbeya Rice,Dodoma,Mwanza,1,1,0
0,Mbeya Rice,Eldoret,Busia,1,1,0
0,Mbeya Rice,Eldoret,Kisumu,1,1,0
0,Mbeya Rice,Eldoret,Kitale,1,1,0
0,Mbeya Rice,Eldoret,Meru,1,1,0
0,Mbeya Rice,Eldoret,Nakuru,1,1,0
0,Mbeya Rice,Eldoret,Tororo,1,1,0
0,Mbeya Rice,Gicumbi,Kigali,1,1,0
0,Mbeya Rice,Gicumbi,Mulindi,1,1,0
0,Mbeya Rice,Gicumbi,Ruhengeri,1,1,0
0,Mbeya Rice,Gitega,Bujumbura,1,1,0
0,Mbeya Rice,Gitega,Kigoma,1,1,0
0,Mbeya Rice,Gitega,Kobero,1,1,0
0,Mbeya Rice,Gitega,Mwanza,1,1,0
0,Mbeya Rice,Gitega,Ngozi,1,1,0
0,Mbeya Rice,Gulu,Lira,1,1,0
0,Mbeya Rice,Gulu,Masindi,1,1,0
0,Mbeya Rice,Iringa,Dodoma,1,1,0
0,Mbeya Rice,Iringa,Mbeya,1,1,55
0,Mbeya Rice,Iringa,Morogoro,1,1,0
0,Mbeya Rice,Iringa,Songea,1,1,0
0,Mbeya Rice,Kabale,Kasese,1,1,0
0,Mbeya Rice,Kabale,Mulindi,1,1,0
0,Mbeya Rice,Kabale,Ruhengeri,1,1,0
0,Mbeya Rice,Kamembe,Bujumbura,1,1,0
0,Mbeya Rice,Kamembe,Kigali,1,1,0
0,Mbeya Rice,Kamembe,Ngozi,1,1,0
0,Mbeya Rice,Kamembe,Rubavu,1,1,0
0,Mbeya Rice,Kamembe,Ruhuha,1,1,0
0,Mbeya Rice,Kampala,Busia,1,1,0
0,Mbeya Rice,Kampala,Kasese,1,1,0
0,Mbeya Rice,Kampala,Masindi,1,1,0
0,Mbeya Rice,Kampala,Mbale,1,1,0
0,Mbeya Rice,Kampala,Musoma,1,1,0
0,Mbeya Rice,Kampala,Soroti,1,1,0
0,Mbeya Rice,Kampala,Tororo,1,1,0
0,Mbeya Rice,Kapchorwa,Kitale,1,1,0
0,Mbeya Rice,Kapchorwa,Mbale,1,1,0
0,Mbeya Rice,Kasese,Kabale,1,1,0
0,Mbeya Rice,Kasese,Kampala,1,1,0
0,Mbeya Rice,Kasese,Masindi,1,1,0
0,Mbeya Rice,Kasese,Ruhengeri,1,1,0
0,Mbeya Rice,Kicukiro,Kigali,1,1,0
0,Mbeya Rice,Kigali,Gicumbi,1,1,0
0,Mbeya Rice,Kigali,Kamembe,1,1,0
0,Mbeya Rice,Kigali,Kicukiro,1,1,0
0,Mbeya Rice,Kigali,Kobero,1,1,0
0,Mbeya Rice,Kigali,Ngozi,1,1,0
0,Mbeya Rice,Kigali,Ruhengeri,1,1,0
0,Mbeya Rice,Kigali,Ruhuha,1,1,0
0,Mbeya Rice,Kigoma,Arusha,1,1,0
0,Mbeya Rice,Kigoma,Bujumbura,1,1,0
0,Mbeya Rice,Kigoma,Gitega,1,1,0
0,Mbeya Rice,Kigoma,Kobero,1,1,0
0,Mbeya Rice,Kigoma,Mbeya,1,1,0
0,Mbeya Rice,Kigoma,Mwanza,1,1,0
0,Mbeya Rice,Kigoma,Tunduma,1,1,0
0,Mbeya Rice,Kisumu,Busia,1,1,0
0,Mbeya Rice,Kisumu,Eldoret,1,1,0
0,Mbeya Rice,Kisumu,Kitale,1,1,0
0,Mbeya Rice,Kisumu,Musoma,1,1,0
0,Mbeya Rice,Kisumu,Nakuru,1,1,0
0,Mbeya Rice,Kisumu,Tororo,1,1,0
0,Mbeya Rice,Kitale,Busia,1,1,0
0,Mbeya Rice,Kitale,Eldoret,1,1,0
0,Mbeya Rice,Kitale,Kapchorwa,1,1,0
0,Mbeya Rice,Kitale,Kisumu,1,1,0
0,Mbeya Rice,Kitale,Mbale,1,1,0
0,Mbeya Rice,Kitale,Tororo,1,1,0
0,Mbeya Rice,Kobero,Gitega,1,1,0
0,Mbeya Rice,Kobero,Kigali,1,1,0
0,Mbeya Rice,Kobero,Kigoma,1,1,0
0,Mbeya Rice,Kobero,Mwanza,1,1,0
0,Mbeya Rice,Kobero,Ngozi,1,1,0
0,Mbeya Rice,Kobero,Ruhuha,1,1,0
0,Mbeya Rice,Lira,Gulu,1,1,0
0,Mbeya Rice,Lira,Masindi,1,1,0
0,Mbeya Rice,Lira,Soroti,1,1,0
0,Mbeya Rice,Machakos,Arusha,1,1,0
0,Mbeya Rice,Machakos,Makueni,1,1,0
0,Mbeya Rice,Machakos,Meru,1,1,0
0,Mbeya Rice,Machakos,Mombasa,1,1,0
0,Mbeya Rice,Machakos,Moshi,1,1,0
0,Mbeya Rice,Machakos,Nairobi,1,1,0
0,Mbeya Rice,Makueni,Arusha,1,1,0
0,Mbeya Rice,Makueni,Machakos,1,1,0
0,Mbeya Rice,Makueni,Meru,1,1,0
0,Mbeya Rice,Makueni,Mombasa,1,1,0
0,Mbeya Rice,Makueni,Moshi,1,1,0
0,Mbeya Rice,Makueni,Nairobi,1,1,0
0,Mbeya Rice,Masindi,Gulu,1,1,0
0,Mbeya Rice,Masindi,Kampala,1,1,0
0,Mbeya Rice,Masindi,Kasese,1,1,0
0,Mbeya Rice,Masindi,Lira,1,1,0
0,Mbeya Rice,Mbale,Kampala,1,1,0
0,Mbeya Rice,Mbale,Kapchorwa,1,1,0
0,Mbeya Rice,Mbale,Kitale,1,1,0
0,Mbeya Rice,Mbale,Soroti,1,1,0
0,Mbeya Rice,Mbale,Tororo,1,1,0
0,Mbeya Rice,Mbeya,Dodoma,1,1,0
0,Mbeya Rice,Mbeya,Iringa,1,1,55
0,Mbeya Rice,Mbeya,Kigoma,1,1,0
0,Mbeya Rice,Mbeya,Mwanza,1,1,0
0,Mbeya Rice,Mbeya,Songea,1,1,0
0,Mbeya Rice,Mbeya,Tunduma,1,1,0
0,Mbeya Rice,Meru,Eldoret,1,1,0
0,Mbeya Rice,Meru,Machakos,1,1,0
0,Mbeya Rice,Meru,Makueni,1,1,0
0,Mbeya Rice,Meru,Nairobi,1,1,0
0,Mbeya Rice,Meru,Nakuru,1,1,0
0,Mbeya Rice,Mombasa,Machakos,1,1,0
0,Mbeya Rice,Mombasa,Makueni,1,1,0
0,Mbeya Rice,Mombasa,Moshi,1,1,0
0,Mbeya Rice,Mombasa,Nairobi,1,1,0
0,Mbeya Rice,Mombasa,Tanga,1,1,0
0,Mbeya Rice,Morogoro,Arusha,1,1,0
0,Mbeya Rice,Morogoro,Dar es salaam,1,1,0
0,Mbeya Rice,Morogoro,Dodoma,1,1,0
0,Mbeya Rice,Morogoro,Iringa,1,1,0
0,Mbeya Rice,Morogoro,Moshi,1,1,0
0,Mbeya Rice,Morogoro,Tanga,1,1,0
0,Mbeya Rice,Moshi,Arusha,1,1,0
0,Mbeya Rice,Moshi,Dar es salaam,1,1,0
0,Mbeya Rice,Moshi,Machakos,1,1,0
0,Mbeya Rice,Moshi,Makueni,1,1,0
0,Mbeya Rice,Moshi,Mombasa,1,1,0
0,Mbeya Rice,Moshi,Morogoro,1,1,0
0,Mbeya Rice,Moshi,Nairobi,1,1,0
0,Mbeya Rice,Moshi,Tanga,1,1,0
0,Mbeya Rice,Mulindi,Gicumbi,1,1,0
0,Mbeya Rice,Mulindi,Kabale,1,1,0
0,Mbeya Rice,Mulindi,Ruhengeri,1,1,0
0,Mbeya Rice,Musoma,Arusha,1,1,0
0,Mbeya Rice,Musoma,Kampala,1,1,0
0,Mbeya Rice,Musoma,Kisumu,1,1,0
0,Mbeya Rice,Musoma,Mwanza,1,1,0
0,Mbeya Rice,Musoma,Nairobi,1,1,0
0,Mbeya Rice,Musoma,Nakuru,1,1,0
0,Mbeya Rice,Mwanza,Arusha,1,1,0
0,Mbeya Rice,Mwanza,Dodoma,1,1,0
0,Mbeya Rice,Mwanza,Gitega,1,1,0
0,Mbeya Rice,Mwanza,Kigoma,1,1,0
0,Mbeya Rice,Mwanza,Kobero,1,1,0
0,Mbeya Rice,Mwanza,Mbeya,1,1,0
0,Mbeya Rice,Mwanza,Musoma,1,1,0
0,Mbeya Rice,Nairobi,Arusha,1,1,0
0,Mbeya Rice,Nairobi,Machakos,1,1,0
0,Mbeya Rice,Nairobi,Makueni,1,1,0
0,Mbeya Rice,Nairobi,Meru,1,1,0
0,Mbeya Rice,Nairobi,Mombasa,1,1,0
0,Mbeya Rice,Nairobi,Moshi,1,1,0
0,Mbeya Rice,Nairobi,Musoma,1,1,0
0,Mbeya Rice,Nairobi,Nakuru,1,1,0
0,Mbeya Rice,Nakuru,Eldoret,1,1,0
0,Mbeya Rice,Nakuru,Kisumu,1,1,0
0,Mbeya Rice,Nakuru,Meru,1,1,0
0,Mbeya Rice,Nakuru,Musoma,1,1,0
0,Mbeya Rice,Nakuru,Nairobi,1,1,0
0,Mbeya Rice,Ngozi,Bujumbura,1,1,0
0,Mbeya Rice,Ngozi,Gitega,1,1,0
0,Mbeya Rice,Ngozi,Kamembe,1,1,0
0,Mbeya Rice,Ngozi,Kigali,1,1,0
0,Mbeya Rice,Ngozi,Kobero,1,1,0
0,Mbeya Rice,Ngozi,Rubavu,1,1,0
0,Mbeya Rice,Ngozi,Ruhuha,1,1,0
0,Mbeya Rice,Rubavu,Kamembe,1,1,0
0,Mbeya Rice,Rubavu,Ngozi,1,1,0
0,Mbeya Rice,Rubavu,Ruhengeri,1,1,0
0,Mbeya Rice,Ruhengeri,Gicumbi,1,1,0
0,Mbeya Rice,Ruhengeri,Kabale,1,1,0
0,Mbeya Rice,Ruhengeri,Kasese,1,1,0
0,Mbeya Rice,Ruhengeri,Kigali,1,1,0
0,Mbeya Rice,Ruhengeri,Mulindi,1,1,0
0,Mbeya Rice,Ruhengeri,Rubavu,1,1,0
0,Mbeya Rice,Ruhuha,Kamembe,1,1,0
0,Mbeya Rice,Ruhuha,Kigali,1,1,0
0,Mbeya Rice,Ruhuha,Kobero,1,1,0
0,Mbeya Rice,Ruhuha,Ngozi,1,1,0
0,Mbeya Rice,Songea,Dar es salaam,1,1,0
0,Mbeya Rice,Songea,Iringa,1,1,0
0,Mbeya Rice,Songea,Mbeya,1,1,0
0,Mbeya Rice,Soroti,Kampala,1,1,0
0,Mbeya Rice,Soroti,Lira,1,1,0
0,Mbeya Rice,Soroti,Mbale,1,1,0
0,Mbeya Rice,Tanga,Dar es salaam,1,1,0
0,Mbeya Rice,Tanga,Mombasa,1,1,0
0,Mbeya Rice,Tanga,Morogoro,1,1,0
0,Mbeya Rice,Tanga,Moshi,1,1,0
0,Mbeya Rice,Tororo,Busia,1,1,0
0,Mbeya Rice,Tororo,Eldoret,1,1,0
0,Mbeya Rice,Tororo,Kampala,1,1,0
0,Mbeya Rice,Tororo,Kisumu,1,1,0
0,Mbeya Rice,Tororo,Kitale,1,1,0
0,Mbeya Rice,Tororo,Mbale,1,1,0
0,Mbeya Rice,Tunduma,Kigoma,1,1,0
0,Mbeya Rice,Tunduma,Mbeya,1,1,0
0,Millet,Arusha,Dodoma,1,1,0
0,Millet,Arusha,Kigoma,1,1,12
0,Millet,Arusha,Machakos,1,1,0
0,Millet,Arusha,Makueni,1,1,0
0,Millet,Arusha,Morogoro,1,1,0
0,Millet,Arusha,Moshi,1,1,0
0,Millet,Arusha,Musoma,1,1,0
0,Millet,Arusha,Mwanza,1,1,23
0,Millet,Arusha,Nairobi,1,1,77
0,Millet,Bujumbura,Gitega,1,1,13
0,Millet,Bujumbura,Kamembe,1,1,0
0,Millet,Bujumbura,Kigoma,1,1,13
0,Millet,Bujumbura,Ngozi,1,1,13
0,Millet,Busia,Eldoret,1,1,83
0,Millet,Busia,Kampala,1,1,83
0,Millet,Busia,Kisumu,1,1,83
0,Millet,Busia,Kitale,1,1,0
0,Millet,Busia,Tororo,1,1,76
0,Millet,Dar es salaam,Morogoro,1,1,0
0,Millet,Dar es salaam,Moshi,1,1,0
0,Millet,Dar es salaam,Songea,1,1,0
0,Millet,Dar es salaam,Tanga,1,1,0
0,Millet,Dodoma,Arusha,1,1,0
0,Millet,Dodoma,Iringa,1,1,0
0,Millet,Dodoma,Mbeya,1,1,0
0,Millet,Dodoma,Morogoro,1,1,0
0,Millet,Dodoma,Mwanza,1,1,0
0,Millet,Eldoret,Busia,1,1,83
0,Millet,Eldoret,Kisumu,1,1,86
0,Millet,Eldoret,Kitale,1,1,12
0,Millet,Eldoret,Meru,1,1,54
0,Millet,Eldoret,Nakuru,1,1,89
0,Millet,Eldoret,Tororo,1,1,76
0,Millet,Gicumbi,Kigali,1,1,13
0,Millet,Gicumbi,Mulindi,1,1,4
0,Millet,Gicumbi,Ruhengeri,1,1,11
0,Millet,Gitega,Bujumbura,1,1,13
0,Millet,Gitega,Kigoma,1,1,13
0,Millet,Gitega,Kobero,1,1,12
0,Millet,Gitega,Mwanza,1,1,0
0,Millet,Gitega,Ngozi,1,1,13
0,Millet,Gulu,Lira,1,1,64
0,Millet,Gulu,Masindi,1,1,64
0,Millet,Iringa,Dodoma,1,1,0
0,Millet,Iringa,Mbeya,1,1,0
0,Millet,Iringa,Morogoro,1,1,0
0,Millet,Iringa,Songea,1,1,0
0,Millet,Kabale,Kasese,1,1,59
0,Millet,Kabale,Mulindi,1,1,79
0,Millet,Kabale,Ruhengeri,1,1,84
0,Millet,Kamembe,Bujumbura,1,1,0
0,Millet,Kamembe,Kigali,1,1,0
0,Millet,Kamembe,Ngozi,1,1,0
0,Millet,Kamembe,Rubavu,1,1,0
0,Millet,Kamembe,Ruhuha,1,1,0
0,Millet,Kampala,Busia,1,1,83
0,Millet,Kampala,Kasese,1,1,67
0,Millet,Kampala,Masindi,1,1,89
0,Millet,Kampala,Mbale,1,1,19
0,Millet,Kampala,Musoma,1,1,0
0,Millet,Kampala,Soroti,1,1,55
0,Millet,Kampala,Tororo,1,1,76
0,Millet,Kapchorwa,Kitale,1,1,13
0,Millet,Kapchorwa,Mbale,1,1,0
0,Millet,Kasese,Kabale,1,1,59
0,Millet,Kasese,Kampala,1,1,67
0,Millet,Kasese,Masindi,1,1,62
0,Millet,Kasese,Ruhengeri,1,1,64
0,Millet,Kicukiro,Kigali,1,1,0
0,Millet,Kigali,Gicumbi,1,1,13
0,Millet,Kigali,Kamembe,1,1,0
0,Millet,Kigali,Kicukiro,1,1,0
0,Millet,Kigali,Kobero,1,1,12
0,Millet,Kigali,Ngozi,1,1,13
0,Millet,Kigali,Ruhengeri,1,1,90
0,Millet,Kigali,Ruhuha,1,1,14
0,Millet,Kigoma,Arusha,1,1,12
0,Millet,Kigoma,Bujumbura,1,1,13
0,Millet,Kigoma,Gitega,1,1,13
0,Millet,Kigoma,Kobero,1,1,12
0,Millet,Kigoma,Mbeya,1,1,0
0,Millet,Kigoma,Mwanza,1,1,0
0,Millet,Kigoma,Tunduma,1,1,0
0,Millet,Kisumu,Busia,1,1,83
0,Millet,Kisumu,Eldoret,1,1,86
0,Millet,Kisumu,Kitale,1,1,3
0,Millet,Kisumu,Musoma,1,1,0
0,Millet,Kisumu,Nakuru,1,1,80
0,Millet,Kisumu,Tororo,1,1,76
0,Millet,Kitale,Busia,1,1,0
0,Millet,Kitale,Eldoret,1,1,12
0,Millet,Kitale,Kapchorwa,1,1,13
0,Millet,Kitale,Kisumu,1,1,3
0,Millet,Kitale,Mbale,1,1,0
0,Millet,Kitale,Tororo,1,1,0
0,Millet,Kobero,Gitega,1,1,12
0,Millet,Kobero,Kigali,1,1,12
0,Millet,Kobero,Kigoma,1,1,12
0,Millet,Kobero,Mwanza,1,1,0
0,Millet,Kobero,Ngozi,1,1,12
0,Millet,Kobero,Ruhuha,1,1,0
0,Millet,Lira,Gulu,1,1,64
0,Millet,Lira,Masindi,1,1,85
0,Millet,Lira,Soroti,1,1,55
0,Millet,Machakos,Arusha,1,1,0
0,Millet,Machakos,Makueni,1,1,0
0,Millet,Machakos,Meru,1,1,0
0,Millet,Machakos,Mombasa,1,1,0
0,Millet,Machakos,Moshi,1,1,0
0,Millet,Machakos,Nairobi,1,1,0
0,Millet,Makueni,Arusha,1,1,0
0,Millet,Makueni,Machakos,1,1,0
0,Millet,Makueni,Meru,1,1,0
0,Millet,Makueni,Mombasa,1,1,0
0,Millet,Makueni,Moshi,1,1,0
0,Millet,Makueni,Nairobi,1,1,0
0,Millet,Masindi,Gulu,1,1,64
0,Millet,Masindi,Kampala,1,1,89
0,Millet,Masindi,Kasese,1,1,62
0,Millet,Masindi,Lira,1,1,85
0,Millet,Mbale,Kampala,1,1,19
0,Millet,Mbale,Kapchorwa,1,1,0
0,Millet,Mbale,Kitale,1,1,0
0,Millet,Mbale,Soroti,1,1,0
0,Millet,Mbale,Tororo,1,1,19
