,Product,Origin,Destination,OriginStationarity,DestinationStationarity,diffLength
0,White beans,Soroti,Kampala,1,1,0
0,White beans,Soroti,Lira,1,1,0
0,White beans,Soroti,Mbale,1,1,0
0,White beans,Tanga,Dar es salaam,1,1,0
0,White beans,Tanga,Mombasa,1,1,0
0,White beans,Tanga,Morogoro,1,1,0
0,White beans,Tanga,Moshi,1,1,0
0,White beans,Tororo,Busia,1,1,0
0,White beans,Tororo,Eldoret,1,1,0
0,White beans,Tororo,Kampala,1,1,0
0,White beans,Tororo,Kisumu,1,1,0
0,White beans,Tororo,Kitale,1,1,0
0,White beans,Tororo,Mbale,1,1,0
0,White beans,Tunduma,Kigoma,1,1,0
0,White beans,Tunduma,Mbeya,1,1,0
0,Sorghum Flour,Arusha,Dodoma,1,1,0
0,Sorghum Flour,Arusha,Kigoma,1,1,0
0,Sorghum Flour,Arusha,Machakos,1,1,0
0,Sorghum Flour,Arusha,Makueni,1,1,0
0,Sorghum Flour,Arusha,Morogoro,1,1,0
0,Sorghum Flour,Arusha,Moshi,1,1,0
0,Sorghum Flour,Arusha,Musoma,1,1,0
0,Sorghum Flour,Arusha,Mwanza,1,1,0
0,Sorghum Flour,Arusha,Nairobi,1,1,14
0,Sorghum Flour,Bujumbura,Gitega,1,1,0
0,Sorghum Flour,Bujumbura,Kamembe,1,1,0
0,Sorghum Flour,Bujumbura,Kigoma,1,1,0
0,Sorghum Flour,Bujumbura,Ngozi,1,1,0
0,Sorghum Flour,Busia,Eldoret,1,1,0
0,Sorghum Flour,Busia,Kampala,1,1,0
0,Sorghum Flour,Busia,Kisumu,1,1,0
0,Sorghum Flour,Busia,Kitale,1,1,0
0,Sorghum Flour,Busia,Tororo,1,1,0
0,Sorghum Flour,Dar es salaam,Morogoro,1,1,0
0,Sorghum Flour,Dar es salaam,Moshi,1,1,0
0,Sorghum Flour,Dar es salaam,Songea,1,1,0
0,Sorghum Flour,Dar es salaam,Tanga,1,1,0
0,Sorghum Flour,Dodoma,Arusha,1,1,0
0,Sorghum Flour,Dodoma,Iringa,1,1,0
0,Sorghum Flour,Dodoma,Mbeya,1,1,0
0,Sorghum Flour,Dodoma,Morogoro,1,1,0
0,Sorghum Flour,Dodoma,Mwanza,1,1,0
0,Sorghum Flour,Eldoret,Busia,1,1,0
0,Sorghum Flour,Eldoret,Kisumu,1,1,0
0,Sorghum Flour,Eldoret,Kitale,1,1,0
0,Sorghum Flour,Eldoret,Meru,1,1,0
0,Sorghum Flour,Eldoret,Nakuru,1,1,0
0,Sorghum Flour,Eldoret,Tororo,1,1,0
0,Sorghum Flour,Gicumbi,Kigali,1,1,1
0,Sorghum Flour,Gicumbi,Mulindi,1,1,0
0,Sorghum Flour,Gicumbi,Ruhengeri,1,1,1
0,Sorghum Flour,Gitega,Bujumbura,1,1,0
0,Sorghum Flour,Gitega,Kigoma,1,1,0
0,Sorghum Flour,Gitega,Kobero,1,1,0
0,Sorghum Flour,Gitega,Mwanza,1,1,0
0,Sorghum Flour,Gitega,Ngozi,1,1,0
0,Sorghum Flour,Gulu,Lira,1,1,1
0,Sorghum Flour,Gulu,Masindi,1,1,1
0,Sorghum Flour,Iringa,Dodoma,1,1,0
0,Sorghum Flour,Iringa,Mbeya,1,1,0
0,Sorghum Flour,Iringa,Morogoro,1,1,0
0,Sorghum Flour,Iringa,Songea,1,1,0
0,Sorghum Flour,Kabale,Kasese,1,1,0
0,Sorghum Flour,Kabale,Mulindi,1,1,0
0,Sorghum Flour,Kabale,Ruhengeri,1,1,1
0,Sorghum Flour,Kamembe,Bujumbura,1,1,0
0,Sorghum Flour,Kamembe,Kigali,1,1,0
0,Sorghum Flour,Kamembe,Ngozi,1,1,0
0,Sorghum Flour,Kamembe,Rubavu,1,1,0
0,Sorghum Flour,Kamembe,Ruhuha,1,1,0
0,Sorghum Flour,Kampala,Busia,1,1,0
0,Sorghum Flour,Kampala,Kasese,1,1,0
0,Sorghum Flour,Kampala,Masindi,1,1,1
0,Sorghum Flour,Kampala,Mbale,1,1,0
0,Sorghum Flour,Kampala,Musoma,1,1,0
0,Sorghum Flour,Kampala,Soroti,1,1,0
0,Sorghum Flour,Kampala,Tororo,1,1,0
0,Sorghum Flour,Kapchorwa,Kitale,1,1,0
0,Sorghum Flour,Kapchorwa,Mbale,1,1,0
0,Sorghum Flour,Kasese,Kabale,1,1,0
0,Sorghum Flour,Kasese,Kampala,1,1,0
0,Sorghum Flour,Kasese,Masindi,1,1,0
0,Sorghum Flour,Kasese,Ruhengeri,1,1,0
0,Sorghum Flour,Kicukiro,Kigali,1,1,0
0,Sorghum Flour,Kigali,Gicumbi,1,1,1
0,Sorghum Flour,Kigali,Kamembe,1,1,0
0,Sorghum Flour,Kigali,Kicukiro,1,1,0
0,Sorghum Flour,Kigali,Kobero,1,1,0
0,Sorghum Flour,Kigali,Ngozi,1,1,0
0,Sorghum Flour,Kigali,Ruhengeri,1,1,1
0,Sorghum Flour,Kigali,Ruhuha,1,1,0
0,Sorghum Flour,Kigoma,Arusha,1,1,0
0,Sorghum Flour,Kigoma,Bujumbura,1,1,0
0,Sorghum Flour,Kigoma,Gitega,1,1,0
0,Sorghum Flour,Kigoma,Kobero,1,1,0
0,Sorghum Flour,Kigoma,Mbeya,1,1,0
0,Sorghum Flour,Kigoma,Mwanza,1,1,0
0,Sorghum Flour,Kigoma,Tunduma,1,1,0
0,Sorghum Flour,Kisumu,Busia,1,1,0
0,Sorghum Flour,Kisumu,Eldoret,1,1,0
0,Sorghum Flour,Kisumu,Kitale,1,1,0
0,Sorghum Flour,Kisumu,Musoma,1,1,0
0,Sorghum Flour,Kisumu,Nakuru,1,1,0
0,Sorghum Flour,Kisumu,Tororo,1,1,0
0,Sorghum Flour,Kitale,Busia,1,1,0
0,Sorghum Flour,Kitale,Eldoret,1,1,0
0,Sorghum Flour,Kitale,Kapchorwa,1,1,0
0,Sorghum Flour,Kitale,Kisumu,1,1,0
0,Sorghum Flour,Kitale,Mbale,1,1,0
0,Sorghum Flour,Kitale,Tororo,1,1,0
0,Sorghum Flour,Kobero,Gitega,1,1,0
0,Sorghum Flour,Kobero,Kigali,1,1,0
0,Sorghum Flour,Kobero,Kigoma,1,1,0
0,Sorghum Flour,Kobero,Mwanza,1,1,0
0,Sorghum Flour,Kobero,Ngozi,1,1,0
0,Sorghum Flour,Kobero,Ruhuha,1,1,0
0,Sorghum Flour,Lira,Gulu,1,1,1
0,Sorghum Flour,Lira,Masindi,1,1,1
0,Sorghum Flour,Lira,Soroti,1,1,0
0,Sorghum Flour,Machakos,Arusha,1,1,0
0,Sorghum Flour,Machakos,Makueni,1,1,0
0,Sorghum Flour,Machakos,Meru,1,1,0
0,Sorghum Flour,Machakos,Mombasa,1,1,0
0,Sorghum Flour,Machakos,Moshi,1,1,0
0,Sorghum Flour,Machakos,Nairobi,1,1,0
0,Sorghum Flour,Makueni,Arusha,1,1,0
0,Sorghum Flour,Makueni,Machakos,1,1,0
0,Sorghum Flour,Makueni,Meru,1,1,0
0,Sorghum Flour,Makueni,Mombasa,1,1,0
0,Sorghum Flour,Makueni,Moshi,1,1,0
0,Sorghum Flour,Makueni,Nairobi,1,1,0
0,Sorghum Flour,Masindi,Gulu,1,1,1
0,Sorghum Flour,Masindi,Kampala,1,1,1
0,Sorghum Flour,Masindi,Kasese,1,1,0
0,Sorghum Flour,Masindi,Lira,1,1,1
0,Sorghum Flour,Mbale,Kampala,1,1,0
0,Sorghum Flour,Mbale,Kapchorwa,1,1,0
0,Sorghum Flour,Mbale,Kitale,1,1,0
0,Sorghum Flour,Mbale,Soroti,1,1,0
0,Sorghum Flour,Mbale,Tororo,1,1,0
0,Sorghum Flour,Mbeya,Dodoma,1,1,0
0,Sorghum Flour,Mbeya,Iringa,1,1,0
0,Sorghum Flour,Mbeya,Kigoma,1,1,0
0,Sorghum Flour,Mbeya,Mwanza,1,1,0
0,Sorghum Flour,Mbeya,Songea,1,1,0
0,Sorghum Flour,Mbeya,Tunduma,1,1,0
0,Sorghum Flour,Meru,Eldoret,1,1,0
0,Sorghum Flour,Meru,Machakos,1,1,0
0,Sorghum Flour,Meru,Makueni,1,1,0
0,Sorghum Flour,Meru,Nairobi,1,1,0
0,Sorghum Flour,Meru,Nakuru,1,1,0
0,Sorghum Flour,Mombasa,Machakos,1,1,0
0,Sorghum Flour,Mombasa,Makueni,1,1,0
0,Sorghum Flour,Mombasa,Moshi,1,1,0
0,Sorghum Flour,Mombasa,Nairobi,1,1,0
0,Sorghum Flour,Mombasa,Tanga,1,1,0
0,Sorghum Flour,Morogoro,Arusha,1,1,0
0,Sorghum Flour,Morogoro,Dar es salaam,1,1,0
0,Sorghum Flour,Morogoro,Dodoma,1,1,0
0,Sorghum Flour,Morogoro,Iringa,1,1,0
0,Sorghum Flour,Morogoro,Moshi,1,1,0
0,Sorghum Flour,Morogoro,Tanga,1,1,0
0,Sorghum Flour,Moshi,Arusha,1,1,0
0,Sorghum Flour,Moshi,Dar es salaam,1,1,0
0,Sorghum Flour,Moshi,Machakos,1,1,0
0,Sorghum Flour,Moshi,Makueni,1,1,0
0,Sorghum Flour,Moshi,Mombasa,1,1,0
0,Sorghum Flour,Moshi,Morogoro,1,1,0
0,Sorghum Flour,Moshi,Nairobi,1,1,0
0,Sorghum Flour,Moshi,Tanga,1,1,0
0,Sorghum Flour,Mulindi,Gicumbi,1,1,0
0,Sorghum Flour,Mulindi,Kabale,1,1,0
0,Sorghum Flour,Mulindi,Ruhengeri,1,1,0
0,Sorghum Flour,Musoma,Arusha,1,1,0
0,Sorghum Flour,Musoma,Kampala,1,1,0
0,Sorghum Flour,Musoma,Kisumu,1,1,0
0,Sorghum Flour,Musoma,Mwanza,1,1,0
0,Sorghum Flour,Musoma,Nairobi,1,1,0
0,Sorghum Flour,Musoma,Nakuru,1,1,0
0,Sorghum Flour,Mwanza,Arusha,1,1,0
0,Sorghum Flour,Mwanza,Dodoma,1,1,0
0,Sorghum Flour,Mwanza,Gitega,1,1,0
0,Sorghum Flour,Mwanza,Kigoma,1,1,0
0,Sorghum Flour,Mwanza,Kobero,1,1,0
0,Sorghum Flour,Mwanza,Mbeya,1,1,0
0,Sorghum Flour,Mwanza,Musoma,1,1,0
0,Sorghum Flour,Nairobi,Arusha,1,1,14
0,Sorghum Flour,Nairobi,Machakos,1,1,0
0,Sorghum Flour,Nairobi,Makueni,1,1,0
0,Sorghum Flour,Nairobi,Meru,1,1,0
0,Sorghum Flour,Nairobi,Mombasa,1,1,0
0,Sorghum Flour,Nairobi,Moshi,1,1,0
0,Sorghum Flour,Nairobi,Musoma,1,1,0
0,Sorghum Flour,Nairobi,Nakuru,1,1,0
0,Sorghum Flour,Nakuru,Eldoret,1,1,0
0,Sorghum Flour,Nakuru,Kisumu,1,1,0
0,Sorghum Flour,Nakuru,Meru,1,1,0
0,Sorghum Flour,Nakuru,Musoma,1,1,0
0,Sorghum Flour,Nakuru,Nairobi,1,1,0
0,Sorghum Flour,Ngozi,Bujumbura,1,1,0
0,Sorghum Flour,Ngozi,Gitega,1,1,0
0,Sorghum Flour,Ngozi,Kamembe,1,1,0
0,Sorghum Flour,Ngozi,Kigali,1,1,0
0,Sorghum Flour,Ngozi,Kobero,1,1,0
0,Sorghum Flour,Ngozi,Rubavu,1,1,0
0,Sorghum Flour,Ngozi,Ruhuha,1,1,0
0,Sorghum Flour,Rubavu,Kamembe,1,1,0
0,Sorghum Flour,Rubavu,Ngozi,1,1,0
0,Sorghum Flour,Rubavu,Ruhengeri,1,1,0
0,Sorghum Flour,Ruhengeri,Gicumbi,1,1,1
0,Sorghum Flour,Ruhengeri,Kabale,1,1,1
0,Sorghum Flour,Ruhengeri,Kasese,1,1,0
0,Sorghum Flour,Ruhengeri,Kigali,1,1,1
0,Sorghum Flour,Ruhengeri,Mulindi,1,1,0
0,Sorghum Flour,Ruhengeri,Rubavu,1,1,0
0,Sorghum Flour,Ruhuha,Kamembe,1,1,0
0,Sorghum Flour,Ruhuha,Kigali,1,1,0
0,Sorghum Flour,Ruhuha,Kobero,1,1,0
0,Sorghum Flour,Ruhuha,Ngozi,1,1,0
0,Sorghum Flour,Songea,Dar es salaam,1,1,0
0,Sorghum Flour,Songea,Iringa,1,1,0
0,Sorghum Flour,Songea,Mbeya,1,1,0
0,Sorghum Flour,Soroti,Kampala,1,1,0
0,Sorghum Flour,Soroti,Lira,1,1,0
0,Sorghum Flour,Soroti,Mbale,1,1,0
0,Sorghum Flour,Tanga,Dar es salaam,1,1,0
0,Sorghum Flour,Tanga,Mombasa,1,1,0
0,Sorghum Flour,Tanga,Morogoro,1,1,0
0,Sorghum Flour,Tanga,Moshi,1,1,0
0,Sorghum Flour,Tororo,Busia,1,1,0
0,Sorghum Flour,Tororo,Eldoret,1,1,0
0,Sorghum Flour,Tororo,Kampala,1,1,0
0,Sorghum Flour,Tororo,Kisumu,1,1,0
0,Sorghum Flour,Tororo,Kitale,1,1,0
0,Sorghum Flour,Tororo,Mbale,1,1,0
0,Sorghum Flour,Tunduma,Kigoma,1,1,0
0,Sorghum Flour,Tunduma,Mbeya,1,1,0
0,White Sorghum,Arusha,Dodoma,1,1,7
0,White Sorghum,Arusha,Kigoma,1,1,0
0,White Sorghum,Arusha,Machakos,1,1,0
0,White Sorghum,Arusha,Makueni,1,1,0
0,White Sorghum,Arusha,Morogoro,1,1,0
0,White Sorghum,Arusha,Moshi,1,1,0
0,White Sorghum,Arusha,Musoma,1,1,0
0,White Sorghum,Arusha,Mwanza,1,1,12
0,White Sorghum,Arusha,Nairobi,1,1,0
0,White Sorghum,Bujumbura,Gitega,1,1,0
0,White Sorghum,Bujumbura,Kamembe,1,1,0
0,White Sorghum,Bujumbura,Kigoma,1,1,0
0,White Sorghum,Bujumbura,Ngozi,1,1,0
0,White Sorghum,Busia,Eldoret,1,1,0
0,White Sorghum,Busia,Kampala,1,1,0
0,White Sorghum,Busia,Kisumu,1,1,0
0,White Sorghum,Busia,Kitale,1,1,0
0,White Sorghum,Busia,Tororo,1,1,0
0,White Sorghum,Dar es salaam,Morogoro,1,1,0
0,White Sorghum,Dar es salaam,Moshi,1,1,0
0,White Sorghum,Dar es salaam,Songea,1,1,0
0,White Sorghum,Dar es salaam,Tanga,1,1,0
0,White Sorghum,Dodoma,Arusha,1,1,7
0,White Sorghum,Dodoma,Iringa,1,1,0
0,White Sorghum,Dodoma,Mbeya,1,1,4
0,White Sorghum,Dodoma,Morogoro,1,1,0
0,White Sorghum,Dodoma,Mwanza,1,1,5
0,White Sorghum,Eldoret,Busia,1,1,0
0,White Sorghum,Eldoret,Kisumu,1,1,0
0,White Sorghum,Eldoret,Kitale,1,1,0
0,White Sorghum,Eldoret,Meru,1,1,0
0,White Sorghum,Eldoret,Nakuru,1,1,0
0,White Sorghum,Eldoret,Tororo,1,1,0
0,White Sorghum,Gicumbi,Kigali,1,1,0
0,White Sorghum,Gicumbi,Mulindi,1,1,0
0,White Sorghum,Gicumbi,Ruhengeri,1,1,0
0,White Sorghum,Gitega,Bujumbura,1,1,0
0,White Sorghum,Gitega,Kigoma,1,1,0
0,White Sorghum,Gitega,Kobero,1,1,0
0,White Sorghum,Gitega,Mwanza,1,1,0
0,White Sorghum,Gitega,Ngozi,1,1,0
0,White Sorghum,Gulu,Lira,1,1,0
0,White Sorghum,Gulu,Masindi,1,1,0
0,White Sorghum,Iringa,Dodoma,1,1,0
0,White Sorghum,Iringa,Mbeya,1,1,0
0,White Sorghum,Iringa,Morogoro,1,1,0
0,White Sorghum,Iringa,Songea,1,1,0
0,White Sorghum,Kabale,Kasese,1,1,0
0,White Sorghum,Kabale,Mulindi,1,1,0
0,White Sorghum,Kabale,Ruhengeri,1,1,0
0,White Sorghum,Kamembe,Bujumbura,1,1,0
0,White Sorghum,Kamembe,Kigali,1,1,0
0,White Sorghum,Kamembe,Ngozi,1,1,0
0,White Sorghum,Kamembe,Rubavu,1,1,0
0,White Sorghum,Kamembe,Ruhuha,1,1,0
0,White Sorghum,Kampala,Busia,1,1,0
0,White Sorghum,Kampala,Kasese,1,1,0
0,White Sorghum,Kampala,Masindi,1,1,0
0,White Sorghum,Kampala,Mbale,1,1,0
0,White Sorghum,Kampala,Musoma,1,1,0
0,White Sorghum,Kampala,Soroti,1,1,0
0,White Sorghum,Kampala,Tororo,1,1,0
0,White Sorghum,Kapchorwa,Kitale,1,1,0
0,White Sorghum,Kapchorwa,Mbale,1,1,0
0,White Sorghum,Kasese,Kabale,1,1,0
0,White Sorghum,Kasese,Kampala,1,1,0
0,White Sorghum,Kasese,Masindi,1,1,0
0,White Sorghum,Kasese,Ruhengeri,1,1,0
0,White Sorghum,Kicukiro,Kigali,1,1,0
0,White Sorghum,Kigali,Gicumbi,1,1,0
0,White Sorghum,Kigali,Kamembe,1,1,0
0,White Sorghum,Kigali,Kicukiro,1,1,0
0,White Sorghum,Kigali,Kobero,1,1,0
0,White Sorghum,Kigali,Ngozi,1,1,0
0,White Sorghum,Kigali,Ruhengeri,1,1,0
0,White Sorghum,Kigali,Ruhuha,1,1,0
0,White Sorghum,Kigoma,Arusha,1,1,0
0,White Sorghum,Kigoma,Bujumbura,1,1,0
0,White Sorghum,Kigoma,Gitega,1,1,0
0,White Sorghum,Kigoma,Kobero,1,1,0
0,White Sorghum,Kigoma,Mbeya,1,1,0
0,White Sorghum,Kigoma,Mwanza,1,1,0
0,White Sorghum,Kigoma,Tunduma,1,1,0
0,White Sorghum,Kisumu,Busia,1,1,0
0,White Sorghum,Kisumu,Eldoret,1,1,0
0,White Sorghum,Kisumu,Kitale,1,1,0
0,White Sorghum,Kisumu,Musoma,1,1,0
0,White Sorghum,Kisumu,Nakuru,1,1,0
0,White Sorghum,Kisumu,Tororo,1,1,0
0,White Sorghum,Kitale,Busia,1,1,0
0,White Sorghum,Kitale,Eldoret,1,1,0
0,White Sorghum,Kitale,Kapchorwa,1,1,0
0,White Sorghum,Kitale,Kisumu,1,1,0
0,White Sorghum,Kitale,Mbale,1,1,0
0,White Sorghum,Kitale,Tororo,1,1,0
0,White Sorghum,Kobero,Gitega,1,1,0
0,White Sorghum,Kobero,Kigali,1,1,0
0,White Sorghum,Kobero,Kigoma,1,1,0
0,White Sorghum,Kobero,Mwanza,1,1,0
0,White Sorghum,Kobero,Ngozi,1,1,0
0,White Sorghum,Kobero,Ruhuha,1,1,0
0,White Sorghum,Lira,Gulu,1,1,0
0,White Sorghum,Lira,Masindi,1,1,0
0,White Sorghum,Lira,Soroti,1,1,0
0,White Sorghum,Machakos,Arusha,1,1,0
0,White Sorghum,Machakos,Makueni,1,1,0
0,White Sorghum,Machakos,Meru,1,1,0
0,White Sorghum,Machakos,Mombasa,1,1,0
0,White Sorghum,Machakos,Moshi,1,1,0
0,White Sorghum,Machakos,Nairobi,1,1,0
0,White Sorghum,Makueni,Arusha,1,1,0
0,White Sorghum,Makueni,Machakos,1,1,0
0,White Sorghum,Makueni,Meru,1,1,0
0,White Sorghum,Makueni,Mombasa,1,1,0
0,White Sorghum,Makueni,Moshi,1,1,0
0,White Sorghum,Makueni,Nairobi,1,1,0
0,White Sorghum,Masindi,Gulu,1,1,0
0,White Sorghum,Masindi,Kampala,1,1,0
0,White Sorghum,Masindi,Kasese,1,1,0
0,White Sorghum,Masindi,Lira,1,1,0
0,White Sorghum,Mbale,Kampala,1,1,0
0,White Sorghum,Mbale,Kapchorwa,1,1,0
0,White Sorghum,Mbale,Kitale,1,1,0
0,White Sorghum,Mbale,Soroti,1,1,0
0,White Sorghum,Mbale,Tororo,1,1,0
0,White Sorghum,Mbeya,Dodoma,1,1,4
0,White Sorghum,Mbeya,Iringa,1,1,0
0,White Sorghum,Mbeya,Kigoma,1,1,0
0,White Sorghum,Mbeya,Mwanza,1,1,12
0,White Sorghum,Mbeya,Songea,1,1,0
0,White Sorghum,Mbeya,Tunduma,1,1,0
0,White Sorghum,Meru,Eldoret,1,1,0
0,White Sorghum,Meru,Machakos,1,1,0
0,White Sorghum,Meru,Makueni,1,1,0
0,White Sorghum,Meru,Nairobi,1,1,0
0,White Sorghum,Meru,Nakuru,1,1,0
0,White Sorghum,Mombasa,Machakos,1,1,0
0,White Sorghum,Mombasa,Makueni,1,1,0
0,White Sorghum,Mombasa,Moshi,1,1,0
0,White Sorghum,Mombasa,Nairobi,1,1,0
0,White Sorghum,Mombasa,Tanga,1,1,0
0,White Sorghum,Morogoro,Arusha,1,1,0
0,White Sorghum,Morogoro,Dar es salaam,1,1,0
0,White Sorghum,Morogoro,Dodoma,1,1,0
0,White Sorghum,Morogoro,Iringa,1,1,0
0,White Sorghum,Morogoro,Moshi,1,1,0
0,White Sorghum,Morogoro,Tanga,1,1,0
0,White Sorghum,Moshi,Arusha,1,1,0
0,White Sorghum,Moshi,Dar es salaam,1,1,0
0,White Sorghum,Moshi,Machakos,1,1,0
0,White Sorghum,Moshi,Makueni,1,1,0
0,White Sorghum,Moshi,Mombasa,1,1,0
0,White Sorghum,Moshi,Morogoro,1,1,0
0,White Sorghum,Moshi,Nairobi,1,1,0
0,White Sorghum,Moshi,Tanga,1,1,0
0,White Sorghum,Mulindi,Gicumbi,1,1,0
0,White Sorghum,Mulindi,Kabale,1,1,0
0,White Sorghum,Mulindi,Ruhengeri,1,1,0
0,White Sorghum,Musoma,Arusha,1,1,0
0,White Sorghum,Musoma,Kampala,1,1,0
0,White Sorghum,Musoma,Kisumu,1,1,0
0,White Sorghum,Musoma,Mwanza,1,1,0
0,White Sorghum,Musoma,Nairobi,1,1,0
0,White Sorghum,Musoma,Nakuru,1,1,0
0,White Sorghum,Mwanza,Arusha,1,1,12
0,White Sorghum,Mwanza,Dodoma,1,1,5
0,White Sorghum,Mwanza,Gitega,1,1,0
0,White Sorghum,Mwanza,Kigoma,1,1,0
0,White Sorghum,Mwanza,Kobero,1,1,0
0,White Sorghum,Mwanza,Mbeya,1,1,12
0,White Sorghum,Mwanza,Musoma,1,1,0
0,White Sorghum,Nairobi,Arusha,1,1,0
0,White Sorghum,Nairobi,Machakos,1,1,0
0,White Sorghum,Nairobi,Makueni,1,1,0
0,White Sorghum,Nairobi,Meru,1,1,0
0,White Sorghum,Nairobi,Mombasa,1,1,0
0,White Sorghum,Nairobi,Moshi,1,1,0
0,White Sorghum,Nairobi,Musoma,1,1,0
0,White Sorghum,Nairobi,Nakuru,1,1,0
0,White Sorghum,Nakuru,Eldoret,1,1,0
0,White Sorghum,Nakuru,Kisumu,1,1,0
0,White Sorghum,Nakuru,Meru,1,1,0
0,White Sorghum,Nakuru,Musoma,1,1,0
0,White Sorghum,Nakuru,Nairobi,1,1,0
0,White Sorghum,Ngozi,Bujumbura,1,1,0
0,White Sorghum,Ngozi,Gitega,1,1,0
0,White Sorghum,Ngozi,Kamembe,1,1,0
0,White Sorghum,Ngozi,Kigali,1,1,0
0,White Sorghum,Ngozi,Kobero,1,1,0
0,White Sorghum,Ngozi,Rubavu,1,1,0
0,White Sorghum,Ngozi,Ruhuha,1,1,0
0,White Sorghum,Rubavu,Kamembe,1,1,0
0,White Sorghum,Rubavu,Ngozi,1,1,0
0,White Sorghum,Rubavu,Ruhengeri,1,1,0
0,White Sorghum,Ruhengeri,Gicumbi,1,1,0
0,White Sorghum,Ruhengeri,Kabale,1,1,0
0,White Sorghum,Ruhengeri,Kasese,1,1,0
0,White Sorghum,Ruhengeri,Kigali,1,1,0
0,White Sorghum,Ruhengeri,Mulindi,1,1,0
0,White Sorghum,Ruhengeri,Rubavu,1,1,0
0,White Sorghum,Ruhuha,Kamembe,1,1,0
0,White Sorghum,Ruhuha,Kigali,1,1,0
0,White Sorghum,Ruhuha,Kobero,1,1,0
0,White Sorghum,Ruhuha,Ngozi,1,1,0
0,White Sorghum,Songea,Dar es salaam,1,1,0
0,White Sorghum,Songea,Iringa,1,1,0
0,White Sorghum,Songea,Mbeya,1,1,0
0,White Sorghum,Soroti,Kampala,1,1,0
0,White Sorghum,Soroti,Lira,1,1,0
0,White Sorghum,Soroti,Mbale,1,1,0
0,White Sorghum,Tanga,Dar es salaam,1,1,0
0,White Sorghum,Tanga,Mombasa,1,1,0
0,White Sorghum,Tanga,Morogoro,1,1,0
0,White Sorghum,Tanga,Moshi,1,1,0
0,White Sorghum,Tororo,Busia,1,1,0
0,White Sorghum,Tororo,Eldoret,1,1,0
0,White Sorghum,Tororo,Kampala,1,1,0
0,White Sorghum,Tororo,Kisumu,1,1,0
0,White Sorghum,Tororo,Kitale,1,1,0
0,White Sorghum,Tororo,Mbale,1,1,0
0,White Sorghum,Tunduma,Kigoma,1,1,0
0,White Sorghum,Tunduma,Mbeya,1,1,0
0,White Millet,Arusha,Dodoma,1,1,0
0,White Millet,Arusha,Kigoma,1,1,0
0,White Millet,Arusha,Machakos,1,1,0
0,White Millet,Arusha,Makueni,1,1,0
0,White Millet,Arusha,Morogoro,1,1,0
0,White Millet,Arusha,Moshi,1,1,0
0,White Millet,Arusha,Musoma,1,1,0
0,White Millet,Arusha,Mwanza,1,1,0
0,White Millet,Arusha,Nairobi,1,1,0
0,White Millet,Bujumbura,Gitega,1,1,0
0,White Millet,Bujumbura,Kamembe,1,1,0
0,White Millet,Bujumbura,Kigoma,1,1,0
0,White Millet,Bujumbura,Ngozi,1,1,0
0,White Millet,Busia,Eldoret,1,1,0
0,White Millet,Busia,Kampala,1,1,0
0,White Millet,Busia,Kisumu,1,1,0
0,White Millet,Busia,Kitale,1,1,0
0,White Millet,Busia,Tororo,1,1,0
0,White Millet,Dar es salaam,Morogoro,1,1,0
0,White Millet,Dar es salaam,Moshi,1,1,0
0,White Millet,Dar es salaam,Songea,1,1,0
0,White Millet,Dar es salaam,Tanga,1,1,0
0,White Millet,Dodoma,Arusha,1,1,0
0,White Millet,Dodoma,Iringa,1,1,0
0,White Millet,Dodoma,Mbeya,1,1,0
0,White Millet,Dodoma,Morogoro,1,1,0
0,White Millet,Dodoma,Mwanza,1,1,0
0,White Millet,Eldoret,Busia,1,1,0
0,White Millet,Eldoret,Kisumu,1,1,0
0,White Millet,Eldoret,Kitale,1,1,0
0,White Millet,Eldoret,Meru,1,1,0
0,White Millet,Eldoret,Nakuru,1,1,0
0,White Millet,Eldoret,Tororo,1,1,0
0,White Millet,Gicumbi,Kigali,1,1,0
0,White Millet,Gicumbi,Mulindi,1,1,0
0,White Millet,Gicumbi,Ruhengeri,1,1,0
0,White Millet,Gitega,Bujumbura,1,1,0
0,White Millet,Gitega,Kigoma,1,1,0
0,White Millet,Gitega,Kobero,1,1,0
0,White Millet,Gitega,Mwanza,1,1,0
0,White Millet,Gitega,Ngozi,1,1,0
0,White Millet,Gulu,Lira,1,1,0
0,White Millet,Gulu,Masindi,1,1,0
0,White Millet,Iringa,Dodoma,1,1,0
0,White Millet,Iringa,Mbeya,1,1,0
0,White Millet,Iringa,Morogoro,1,1,0
0,White Millet,Iringa,Songea,1,1,0
0,White Millet,Kabale,Kasese,1,1,0
0,White Millet,Kabale,Mulindi,1,1,0
0,White Millet,Kabale,Ruhengeri,1,1,0
0,White Millet,Kamembe,Bujumbura,1,1,0
0,White Millet,Kamembe,Kigali,1,1,0
0,White Millet,Kamembe,Ngozi,1,1,0
0,White Millet,Kamembe,Rubavu,1,1,0
0,White Millet,Kamembe,Ruhuha,1,1,0
0,White Millet,Kampala,Busia,1,1,0
0,White Millet,Kampala,Kasese,1,1,0
0,White Millet,Kampala,Masindi,1,1,0
0,White Millet,Kampala,Mbale,1,1,0
0,White Millet,Kampala,Musoma,1,1,0
0,White Millet,Kampala,Soroti,1,1,0
0,White Millet,Kampala,Tororo,1,1,0
0,White Millet,Kapchorwa,Kitale,1,1,0
0,White Millet,Kapchorwa,Mbale,1,1,0
0,White Millet,Kasese,Kabale,1,1,0
