,Chain,Length,ChainAverage,startingChain,startingEdgeWeight,oneLevelDown,oneLevelDownEdgeWeight,marginalAvgIncrease
466,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi')]",2,0.3720930295313656,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni')]",0.3864041914858444,-0.01431116195447879
467,"[('Mombasa', 'Nairobi')]",1,0.2313948817738433,"('Mombasa', 'Nairobi')",0.2313948817738433,[],0.0,0.2313948817738433
468,"[('Mombasa', 'Machakos')]",1,0.5729317368419161,"('Mombasa', 'Machakos')",0.5729317368419161,[],0.0,0.5729317368419161
469,"[('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",2,0.41417439960990887,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni')]",0.3864041914858444,0.0277702081240645
470,"[('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",3,0.32330082964442014,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",0.3240752673066114,-0.000774437662191263
471,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Machakos')]",4,0.34352189480910594,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Meru')]",0.3507785416387954,-0.0072566468296894615
472,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos')]",7,0.3232432357353982,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",0.32349178263795836,-0.0002485469025601539
473,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos')]",5,0.39367372371576403,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru')]",0.4116541660646956,-0.01798044234893159
474,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",3,0.34370711902823453,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni')]",0.29458837467536503,0.0491187443528695
475,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",4,0.29316876169953654,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",0.2836410308260362,0.00952773087350034
476,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",4,0.31080884962221256,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni')]",0.26709693025162556,0.043711919370586994
477,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Machakos')]",3,0.2870988006491786,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Meru')]",0.26977222381374916,0.01732657683542943
478,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",7,0.3045500670571734,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni')]",0.2816509769443734,0.022899090112800002
479,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos')]",6,0.29165191214314995,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",0.2856319037077724,0.006020008435377533
480,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",5,0.3675032875662493,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni')]",0.34889295752431826,0.018610330041931022
481,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos')]",4,0.363894360322483,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru')]",0.3779418289899648,-0.0140474686674818
482,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru')]",3,0.42554089590108934,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni')]",0.5074381722879447,-0.0818972763868554
483,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Meru')]",4,0.4202019445016078,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi')]",0.4575527373842587,-0.03735079288265092
484,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",7,0.3670604069882564,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",0.3587052157010398,0.008355191287216623
485,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru')]",5,0.4550177634697655,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru')]",0.46447431565931785,-0.009456552189552325
486,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",2,0.4473418455809768,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos')]",0.5729317368419161,-0.12558989126093933
487,"[('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",3,0.3833669178466184,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",0.41417439960990887,-0.030807481763290456
488,"[('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",2,0.3240752673066114,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni')]",0.3864041914858444,-0.06232892417923297
489,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Meru')]",3,0.3507785416387954,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi')]",0.3720930295313656,-0.021314487892570178
490,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",6,0.32349178263795836,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",0.30475182822323876,0.018739954414719595
491,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru')]",4,0.4116541660646956,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru')]",0.4098083698490755,0.0018457962156201435
492,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",4,0.3382183278511853,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",0.34370711902823453,-0.005488791177049257
493,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",3,0.2836410308260362,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni')]",0.29458837467536503,-0.010947343849328828
494,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Meru')]",2,0.26977222381374916,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi')]",0.2313948817738433,0.038377342039905865
495,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",5,0.2856319037077724,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",0.25274199095682653,0.03288991275094588
496,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru')]",3,0.3779418289899648,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru')]",0.3583169661291692,0.019624862860795622
497,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",7,0.33776361937291227,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.33702770852283054,0.0007359108500817335
498,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Nakuru')]",5,0.4140022608082837,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nairobi')]",0.39619306338923077,0.017809197419052902
499,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",4,0.423453560603706,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru')]",0.42554089590108934,-0.0020873352973833637
500,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Nakuru')]",5,0.41959986654359743,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Meru')]",0.4202019445016078,-0.0006020779580103719
501,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",6,0.3587052157010398,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.36201044194656723,-0.003305226245527426
502,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru')]",4,0.46447431565931785,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi')]",0.4575527373842587,0.006921578275059126
503,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",7,0.32768356913138313,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.3252676499077132,0.00241591922366996
504,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru')]",5,0.39989019047014285,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi')]",0.37855297546655475,0.021337215003588095
505,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",6,0.3304010565115119,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.32804545091913373,0.002355605592378185
506,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Nakuru')]",4,0.4220180768750259,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi')]",0.4009444190052029,0.021073657869823015
507,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",3,0.4372917486245032,"('Mombasa', 'Machakos')",0.5729317368419161,"[('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",0.4473418455809768,-0.010050096956473575
508,"[('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",7,0.3196890573495676,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.31594071949559505,0.00374833785397255
509,"[('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Nakuru')]",5,0.3886978739756011,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nairobi')]",0.3645625798483776,0.02413529412722354
510,"[('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",4,0.3918230770628528,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",0.3833669178466184,0.008456159216234382
511,"[('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",6,0.28931219708672345,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.27873881960938757,0.010573377477335888
512,"[('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Nakuru')]",4,0.3603847877378432,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nairobi')]",0.31876670015562597,0.041618087582217245
513,"[('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",3,0.3551140297749263,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",0.3240752673066114,0.031038762468314884
514,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Nakuru')]",4,0.3673817949069855,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Meru')]",0.3507785416387954,0.01660325326819012
515,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",5,0.30475182822323876,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.2953950141606978,0.009356814062540963
516,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Nakuru')]",3,0.4098083698490755,"('Mombasa', 'Makueni')",0.3864041914858444,"[('Mombasa', 'Makueni'), ('Makueni', 'Nairobi')]",0.3720930295313656,0.0377153403177099
517,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",5,0.3540129732232594,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",0.3382183278511853,0.015794645372074145
518,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",4,0.3170286617974162,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",0.2836410308260362,0.03338763097137998
519,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Nakuru')]",3,0.3189120007796848,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Meru')]",0.26977222381374916,0.04913977696593563
520,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",4,0.25274199095682653,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",0.22292962645130113,0.029812364505525407
521,"[('Mombasa', 'Nairobi'), ('Nairobi', 'Nakuru')]",2,0.3583169661291692,"('Mombasa', 'Nairobi')",0.2313948817738433,"[('Mombasa', 'Nairobi')]",0.2313948817738433,0.1269220843553259
522,"[('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",6,0.3595534299322977,"('Nairobi', 'Makueni')",0.3577818675768868,"[('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.3761698137631713,-0.016616383830873604
523,"[('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",5,0.3310740721334307,"('Nairobi', 'Makueni')",0.3577818675768868,"[('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.34472471247230596,-0.013650640338875253
524,"[('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",7,0.38210170002679616,"('Nairobi', 'Makueni')",0.3577818675768868,"[('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.3997067315682739,-0.017605031541477745
525,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",7,0.36340853134857143,"('Nairobi', 'Mombasa')",0.2313948817738433,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.3778980347770117,-0.014489503428440298
526,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",6,0.3603201204831142,"('Nairobi', 'Mombasa')",0.2313948817738433,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.3770898424241511,-0.01676972194103693
527,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",7,0.34533396932522675,"('Nairobi', 'Mombasa')",0.2313948817738433,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.35681104574977623,-0.011477076424549482
528,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",6,0.3192312610583257,"('Nairobi', 'Mombasa')",0.2313948817738433,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.32778321111440495,-0.008551950056079227
529,"[('Nairobi', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",4,0.3359979289541358,"('Nairobi', 'Meru')",0.308149565853655,"[('Nairobi', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.3558400683462046,-0.019842139392068747
530,"[('Nairobi', 'Kisumu')]",1,0.1609224868021304,"('Nairobi', 'Kisumu')",0.1609224868021304,[],0.0,0.1609224868021304
531,"[('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret'), ('Eldoret', 'Kisumu')]",3,0.36796321524527587,"('Nairobi', 'Nakuru')",0.4852390504844951,"[('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret')]",0.413709067478949,-0.04574585223367311
532,"[('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",5,0.3761698137631713,"('Nairobi', 'Makueni')",0.3577818675768868,"[('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",0.38466749608561346,-0.008497682322442135
533,"[('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",4,0.34472471247230596,"('Nairobi', 'Makueni')",0.3577818675768868,"[('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",0.34557325513860704,-0.0008485426663010776
534,"[('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",6,0.3997067315682739,"('Nairobi', 'Makueni')",0.3577818675768868,"[('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",0.41121226098724817,-0.011505529418974259
535,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",6,0.3778980347770117,"('Nairobi', 'Mombasa')",0.2313948817738433,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",0.3850418248377335,-0.0071437900607218
536,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",5,0.3770898424241511,"('Nairobi', 'Mombasa')",0.2313948817738433,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",0.3858175319118382,-0.008727689487687096
537,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",6,0.35681104574977623,"('Nairobi', 'Mombasa')",0.2313948817738433,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",0.359737438005051,-0.0029263922552747457
538,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",5,0.32778321111440495,"('Nairobi', 'Mombasa')",0.2313948817738433,"[('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",0.3241842427746555,0.003598968339749431
539,"[('Nairobi', 'Meru'), ('Meru', 'Nakuru'), ('Nakuru', 'Eldoret')]",3,0.3558400683462046,"('Nairobi', 'Meru')",0.308149565853655,"[('Nairobi', 'Meru'), ('Meru', 'Nakuru')]",0.36267056028260547,-0.006830491936400895
540,"[('Nairobi', 'Kisumu'), ('Kisumu', 'Eldoret')]",2,0.21869699879003004,"('Nairobi', 'Kisumu')",0.1609224868021304,"[('Nairobi', 'Kisumu')]",0.1609224868021304,0.05777451198789965
541,"[('Nairobi', 'Nakuru'), ('Nakuru', 'Eldoret')]",2,0.413709067478949,"('Nairobi', 'Nakuru')",0.4852390504844951,"[('Nairobi', 'Nakuru')]",0.4852390504844951,-0.07152998300554614
542,"[('Nairobi', 'Makueni')]",1,0.3577818675768868,"('Nairobi', 'Makueni')",0.3577818675768868,[],0.0,0.3577818675768868
