,Chain,Length,ChainAverage,startingChain,startingEdgeWeight,oneLevelDown,oneLevelDownEdgeWeight,marginalAvgIncrease
64,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi')]",6,0.3192312610583258,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.33679853691522227,-0.01756727585689649
65,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi')]",5,0.33107407213343076,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni')]",0.32439712327256676,0.006676948860864007
66,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Nairobi')]",7,0.34533396932522675,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Mombasa')]",0.3643238172504573,-0.018989847925230563
67,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Nairobi')]",6,0.3595534299322977,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Makueni')]",0.3599077424033799,-0.00035431247108219655
68,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Nairobi')]",7,0.38210170002679616,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Makueni')]",0.3861550054351144,-0.00405330540831822
69,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",6,0.3603201204831142,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos'), ('Machakos', 'Mombasa')]",0.38610516822496843,-0.02578504774185425
70,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi')]",4,0.3359979289541359,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",0.34528071665429616,-0.009282787700160278
71,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi')]",3,0.36796321524527587,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",0.30932529762566624,0.058637917619609625
72,"[('Kisumu', 'Nairobi')]",1,0.1609224868021304,"('Kisumu', 'Nairobi')",0.1609224868021304,[],0.0,0.1609224868021304
73,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",5,0.3479066201648481,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni')]",0.32439712327256676,0.023509496892281323
74,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",6,0.3761540702363379,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.33679853691522227,0.03935553332111563
75,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",7,0.35138528275470193,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.31446087374016624,0.0369244090145357
76,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos')]",4,0.3393985260707315,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",0.34528071665429616,-0.00588219058356465
77,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",6,0.3572863651879006,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.34035471667868605,0.016931648509214525
78,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",7,0.3801585016744558,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",0.3480296291465457,0.03212887252791008
79,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",6,0.35805305573871715,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.3150773195180774,0.04297573622063977
80,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",7,0.34339077097288634,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.3269651315127052,0.016425639460181163
81,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",5,0.3807232242093376,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.3654178783281786,0.01530534588115895
82,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",6,0.34086163512668843,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",0.34468357128801863,-0.003821936161330197
83,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",6,0.40350124027341244,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",0.36961514095971176,0.03388609931370068
84,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",5,0.3816432528703174,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.33382113187741774,0.047822120992899675
85,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",6,0.36060555445491477,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.3443377437991031,0.016267810655811676
86,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",7,0.3293124309204188,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",0.3305725103538157,-0.001260079433396899
87,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",6,0.3526216937418058,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni')]",0.33475711094337224,0.01786458279843356
88,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",7,0.3761602118635174,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.34336495770045095,0.032795254163066445
89,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Machakos')]",5,0.346758233181904,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru')]",0.35300980289737066,-0.006251569715466643
90,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",3,0.3202163207043302,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni')]",0.2593521771895086,0.06086414351482161
91,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",4,0.2755506629566083,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",0.2601502325021319,0.015400430454476421
92,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",4,0.3695100706766944,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa')]",0.3017028486216205,0.06780722205507389
93,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",3,0.32174970180596324,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa')]",0.19615868428798683,0.1255910175179764
94,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",4,0.3051665419489479,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.25957385335393934,0.045592688595008535
95,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Machakos')]",5,0.27244397150184685,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",0.26011697579729914,0.012326995704547705
96,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",4,0.2931907508792843,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni')]",0.2436061319277213,0.04958461895156302
97,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",5,0.3380308648221849,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.27930564681725206,0.058725218004932855
98,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Machakos')]",3,0.2636080023252743,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Meru')]",0.2345360263278927,0.02907197599738162
99,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos')]",5,0.3534088085719067,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni')]",0.33127485878139,0.022133949790516694
100,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",6,0.3807392272422201,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Mombasa')]",0.3423007253222809,0.038438501919939194
101,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Machakos')]",4,0.34627626157955477,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru')]",0.3544510306660605,-0.008174769086505718
102,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Meru')]",3,0.34528071665429616,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",0.30932529762566624,0.03595541902862992
103,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",6,0.37089467922778757,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",0.3807232242093376,-0.009828544981550003
104,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",5,0.34468357128801863,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni')]",0.3654178783281786,-0.020734307040159994
105,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",7,0.39182277085150174,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",0.40350124027341244,-0.011678469421910698
106,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru')]",7,0.373129602173277,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni')]",0.39169347868092674,-0.018563876507649735
107,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",6,0.37166136977860414,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",0.3816432528703174,-0.009981883091713273
108,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",7,0.35505504014993233,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",0.36060555445491477,-0.005550514304982435
109,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",6,0.3305725103538157,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.3443377437991031,-0.013765233445287406
110,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi'), ('Nairobi', 'Meru')]",4,0.35300980289737066,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru'), ('Nakuru', 'Nairobi')]",0.36796321524527587,-0.014953412347905204
111,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",4,0.32060022910825703,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos')]",0.3202163207043302,0.0003839084039268248
112,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",3,0.2601502325021319,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni')]",0.2593521771895086,0.0007980553126232803
113,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",5,0.35995844740536304,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos')]",0.3695100706766944,-0.009551623271331355
114,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru')]",5,0.33378801125584834,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni')]",0.3517984282879658,-0.018010417032117476
115,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",4,0.32175026493448183,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos')]",0.32174970180596324,5.631285185936363e-07
116,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",5,0.3084836244231658,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos')]",0.3051665419489479,0.003317082474217914
117,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",4,0.26011697579729914,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni')]",0.25957385335393934,0.0005431224433598003
118,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Meru')]",2,0.2345360263278927,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi')]",0.1609224868021304,0.0736135395257623
119,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru'), ('Nakuru', 'Meru')]",3,0.3544510306660605,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru')]",0.32308076864331275,0.03137026202274773
120,"[('Kisumu', 'Eldoret'), ('Eldoret', 'Nakuru')]",2,0.30932529762566624,"('Kisumu', 'Eldoret')",0.2764715107779297,"[('Kisumu', 'Eldoret')]",0.2764715107779297,0.032853786847736544
121,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",5,0.33991849422891685,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",0.32060022910825703,0.019318265120659817
122,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",4,0.2994105630544879,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Meru')]",0.2601502325021319,0.039260330552356004
123,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",6,0.36949729862306185,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Makueni'), ('Makueni', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",0.35995844740536304,0.009538851217698818
124,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",6,0.34768860183179967,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Makueni'), ('Makueni', 'Meru')]",0.33378801125584834,0.013900590575951333
125,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",5,0.34083852288989663,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Machakos'), ('Machakos', 'Meru')]",0.32175026493448183,0.0190882579554148
126,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru'), ('Meru', 'Nakuru')]",6,0.3266016128045642,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Meru')]",0.3084836244231658,0.018117988381398387
127,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru'), ('Meru', 'Nakuru')]",5,0.29153189158015047,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Mombasa'), ('Mombasa', 'Makueni'), ('Makueni', 'Meru')]",0.26011697579729914,0.03141491578285133
128,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Meru'), ('Meru', 'Nakuru')]",3,0.29542120245578046,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Meru')]",0.2345360263278927,0.06088517612788777
129,"[('Kisumu', 'Nairobi'), ('Nairobi', 'Nakuru')]",2,0.32308076864331275,"('Kisumu', 'Nairobi')",0.1609224868021304,"[('Kisumu', 'Nairobi')]",0.1609224868021304,0.16215828184118236
130,"[('Eldoret', 'Kisumu')]",1,0.2764715107779297,"('Eldoret', 'Kisumu')",0.2764715107779297,[],0.0,0.2764715107779297
131,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi'), ('Nairobi', 'Kisumu')]",7,0.34690152792345724,"('Eldoret', 'Nakuru')",0.3421790844734028,"[('Eldoret', 'Nakuru'), ('Nakuru', 'Meru'), ('Meru', 'Makueni'), ('Makueni', 'Machakos'), ('Machakos', 'Mombasa'), ('Mombasa', 'Nairobi')]",0.3778980347770117,-0.030996506853554484
