,Chain,Length,ChainAverage,startingChain
59,"[('Lira', 'Soroti'), ('Soroti', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Masindi')]",4,0.28005302899181883,"('Lira', 'Soroti')"
60,"[('Lira', 'Soroti'), ('Soroti', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Masindi')]",5,0.32247700774474297,"('Lira', 'Soroti')"
61,"[('Lira', 'Soroti'), ('Soroti', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Busia'), ('Busia', 'Mbale'), ('Mbale', 'Masindi')]",6,0.39744122633289347,"('Lira', 'Soroti')"
62,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Kampala')]",3,0.2680896497772786,"('Lira', 'Soroti')"
63,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Kampala')]",4,0.29511527047437014,"('Lira', 'Soroti')"
64,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Tororo'), ('Tororo', 'Kampala')]",5,0.41374083827238434,"('Lira', 'Soroti')"
65,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Tororo'), ('Tororo', 'Kampala')]",4,0.32411046802206883,"('Lira', 'Soroti')"
66,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Tororo'), ('Tororo', 'Busia'), ('Busia', 'Kampala')]",5,0.36357451020617554,"('Lira', 'Soroti')"
67,"[('Lira', 'Soroti'), ('Soroti', 'Kampala')]",2,0.25488231603332834,"('Lira', 'Soroti')"
68,"[('Lira', 'Gulu')]",1,0.3381350945716388,"('Lira', 'Gulu')"
69,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Tororo')]",5,0.35384782021538796,"('Lira', 'Soroti')"
70,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Tororo')]",4,0.3119521055335844,"('Lira', 'Soroti')"
71,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Kampala'), ('Kampala', 'Tororo')]",5,0.32480011093999644,"('Lira', 'Soroti')"
72,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Tororo')]",4,0.40629117963985495,"('Lira', 'Soroti')"
73,"[('Lira', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Tororo')]",3,0.2843007997619245,"('Lira', 'Soroti')"
74,"[('Lira', 'Soroti'), ('Soroti', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Mbale'), ('Mbale', 'Tororo')]",5,0.3082326361630685,"('Lira', 'Soroti')"
75,"[('Lira', 'Soroti'), ('Soroti', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Tororo')]",4,0.3686836959529402,"('Lira', 'Soroti')"
76,"[('Lira', 'Soroti'), ('Soroti', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Tororo')]",5,0.38744667350466877,"('Lira', 'Soroti')"
77,"[('Lira', 'Soroti'), ('Soroti', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Tororo')]",4,0.29124276206242444,"('Lira', 'Soroti')"
78,"[('Lira', 'Soroti'), ('Soroti', 'Kampala'), ('Kampala', 'Tororo')]",3,0.3177680349563861,"('Lira', 'Soroti')"
79,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura')]",2,0.1992042457957851,"('Kigali', 'Gitega')"
80,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Kamembe'), ('Kamembe', 'Bujumbura')]",4,0.36059968213529764,"('Kigali', 'Gitega')"
81,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Bujumbura')]",3,0.2652413149993842,"('Kigali', 'Gitega')"
82,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura')]",2,0.3781412152133822,"('Kigali', 'Kamembe')"
83,"[('Kigali', 'Kamembe'), ('Kamembe', 'Ngozi'), ('Ngozi', 'Gitega'), ('Gitega', 'Bujumbura')]",4,0.39631049545085223,"('Kigali', 'Kamembe')"
84,"[('Kigali', 'Kamembe'), ('Kamembe', 'Ngozi'), ('Ngozi', 'Bujumbura')]",3,0.3071740680822333,"('Kigali', 'Kamembe')"
85,"[('Kigali', 'Gitega')]",1,0.174612423116828,"('Kigali', 'Gitega')"
86,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Gitega')]",3,0.32669283296716883,"('Kigali', 'Kamembe')"
87,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Ngozi'), ('Ngozi', 'Gitega')]",4,0.34434848807702223,"('Kigali', 'Kamembe')"
88,"[('Kigali', 'Kamembe'), ('Kamembe', 'Ngozi'), ('Ngozi', 'Gitega')]",3,0.4538153044428889,"('Kigali', 'Kamembe')"
89,"[('Kigali', 'Kamembe'), ('Kamembe', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Gitega')]",4,0.2863295681803605,"('Kigali', 'Kamembe')"
90,"[('Kigali', 'Ruhengeri')]",1,0.1529209742962259,"('Kigali', 'Ruhengeri')"
91,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe'), ('Kamembe', 'Ngozi')]",4,0.28391929538357175,"('Kigali', 'Gitega')"
92,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Ngozi')]",3,0.16300079933041636,"('Kigali', 'Gitega')"
93,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi')]",2,0.35256501929923684,"('Kigali', 'Gitega')"
94,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Gitega'), ('Gitega', 'Ngozi')]",4,0.3776490285957881,"('Kigali', 'Kamembe')"
95,"[('Kigali', 'Kamembe'), ('Kamembe', 'Bujumbura'), ('Bujumbura', 'Ngozi')]",3,0.28229211227548107,"('Kigali', 'Kamembe')"
96,"[('Kigali', 'Kamembe'), ('Kamembe', 'Ngozi')]",2,0.41546414892351047,"('Kigali', 'Kamembe')"
97,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Kamembe')]",3,0.2432399676176001,"('Kigali', 'Gitega')"
98,"[('Kigali', 'Gitega'), ('Gitega', 'Bujumbura'), ('Bujumbura', 'Ngozi'), ('Ngozi', 'Kamembe')]",4,0.22373991916818395,"('Kigali', 'Gitega')"
99,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Kamembe')]",3,0.3703624390933202,"('Kigali', 'Gitega')"
100,"[('Kigali', 'Gitega'), ('Gitega', 'Ngozi'), ('Ngozi', 'Bujumbura'), ('Bujumbura', 'Kamembe')]",4,0.28175883906484567,"('Kigali', 'Gitega')"
101,"[('Kigali', 'Kamembe')]",1,0.4249710191655342,"('Kigali', 'Kamembe')"
102,"[('Soroti', 'Mbale')]",1,0.2097714002393004,"('Soroti', 'Mbale')"
103,"[('Soroti', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Mbale')]",3,0.2993440605896231,"('Soroti', 'Kampala')"
104,"[('Soroti', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Tororo'), ('Tororo', 'Mbale')]",4,0.3838609127255666,"('Soroti', 'Kampala')"
105,"[('Soroti', 'Kampala'), ('Kampala', 'Mbale')]",2,0.26092002460161234,"('Soroti', 'Kampala')"
106,"[('Soroti', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Mbale')]",3,0.3380043239865547,"('Soroti', 'Kampala')"
107,"[('Soroti', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Busia'), ('Busia', 'Mbale')]",4,0.4465688228083276,"('Soroti', 'Kampala')"
108,"[('Soroti', 'Lira')]",1,0.2912110659779837,"('Soroti', 'Lira')"
109,"[('Soroti', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Busia')]",3,0.2577303802984782,"('Soroti', 'Mbale')"
110,"[('Soroti', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Busia')]",4,0.4153585625899689,"('Soroti', 'Mbale')"
111,"[('Soroti', 'Mbale'), ('Mbale', 'Busia')]",2,0.3145583791889571,"('Soroti', 'Mbale')"
112,"[('Soroti', 'Mbale'), ('Mbale', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Busia')]",4,0.31634101591296854,"('Soroti', 'Mbale')"
113,"[('Soroti', 'Mbale'), ('Mbale', 'Tororo'), ('Tororo', 'Busia')]",3,0.42217607583710387,"('Soroti', 'Mbale')"
114,"[('Soroti', 'Kampala'), ('Kampala', 'Busia')]",2,0.2393434118151277,"('Soroti', 'Kampala')"
115,"[('Soroti', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Busia')]",3,0.3137284691139462,"('Soroti', 'Kampala')"
116,"[('Soroti', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Tororo'), ('Tororo', 'Busia')]",4,0.39464921911880896,"('Soroti', 'Kampala')"
117,"[('Soroti', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Busia')]",4,0.35833958252456954,"('Soroti', 'Kampala')"
118,"[('Soroti', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Busia')]",3,0.45564331103156547,"('Soroti', 'Kampala')"
119,"[('Soroti', 'Mbale'), ('Mbale', 'Masindi')]",2,0.2584662005126837,"('Soroti', 'Mbale')"
120,"[('Soroti', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Mbale'), ('Mbale', 'Masindi')]",4,0.30129829563873406,"('Soroti', 'Kampala')"
121,"[('Soroti', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Masindi')]",5,0.3685209303376667,"('Soroti', 'Kampala')"
122,"[('Soroti', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Masindi')]",3,0.2763336833297639,"('Soroti', 'Kampala')"
123,"[('Soroti', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Masindi')]",4,0.3302934931864328,"('Soroti', 'Kampala')"
124,"[('Soroti', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Busia'), ('Busia', 'Mbale'), ('Mbale', 'Masindi')]",5,0.41868725840387544,"('Soroti', 'Kampala')"
125,"[('Soroti', 'Mbale'), ('Mbale', 'Kampala')]",2,0.2565289416769261,"('Soroti', 'Mbale')"
126,"[('Soroti', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Kampala')]",3,0.29641667197316557,"('Soroti', 'Mbale')"
127,"[('Soroti', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Tororo'), ('Tororo', 'Kampala')]",4,0.4443732813459844,"('Soroti', 'Mbale')"
128,"[('Soroti', 'Mbale'), ('Mbale', 'Tororo'), ('Tororo', 'Kampala')]",3,0.33507693537009725,"('Soroti', 'Mbale')"
129,"[('Soroti', 'Mbale'), ('Mbale', 'Tororo'), ('Tororo', 'Busia'), ('Busia', 'Kampala')]",4,0.38166537126322353,"('Soroti', 'Mbale')"
130,"[('Soroti', 'Kampala')]",1,0.218553566088673,"('Soroti', 'Kampala')"
131,"[('Soroti', 'Lira'), ('Lira', 'Gulu')]",2,0.3146730802748112,"('Soroti', 'Lira')"
132,"[('Soroti', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Tororo')]",4,0.3695070087747391,"('Soroti', 'Mbale')"
133,"[('Soroti', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Tororo')]",3,0.3188657853854513,"('Soroti', 'Mbale')"
134,"[('Soroti', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Kampala'), ('Kampala', 'Tororo')]",4,0.3331973721804996,"('Soroti', 'Mbale')"
135,"[('Soroti', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Tororo')]",3,0.4446512175271453,"('Soroti', 'Mbale')"
136,"[('Soroti', 'Mbale'), ('Mbale', 'Tororo')]",2,0.280845666653895,"('Soroti', 'Mbale')"
137,"[('Soroti', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Mbale'), ('Mbale', 'Tororo')]",4,0.31248802870933967,"('Soroti', 'Kampala')"
138,"[('Soroti', 'Kampala'), ('Kampala', 'Busia'), ('Busia', 'Tororo')]",3,0.39450790594459234,"('Soroti', 'Kampala')"
139,"[('Soroti', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Busia'), ('Busia', 'Tororo')]",4,0.4115055753863401,"('Soroti', 'Kampala')"
140,"[('Soroti', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Tororo')]",3,0.2912533274239047,"('Soroti', 'Kampala')"
141,"[('Soroti', 'Kampala'), ('Kampala', 'Tororo')]",2,0.3310465194455874,"('Soroti', 'Kampala')"
142,"[('Busia', 'Kampala'), ('Kampala', 'Mbale')]",2,0.28170987032806705,"('Busia', 'Kampala')"
143,"[('Busia', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Mbale')]",3,0.22948607462318527,"('Busia', 'Kampala')"
144,"[('Busia', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Mbale')]",3,0.3518642211375245,"('Busia', 'Kampala')"
145,"[('Busia', 'Mbale')]",1,0.4193453581386139,"('Busia', 'Mbale')"
146,"[('Busia', 'Tororo'), ('Tororo', 'Mbale')]",2,0.5283784136360056,"('Busia', 'Tororo')"
147,"[('Busia', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Mbale')]",3,0.48388761670685837,"('Busia', 'Tororo')"
148,"[('Busia', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Mbale')]",4,0.3941753333334992,"('Busia', 'Tororo')"
149,"[('Busia', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Soroti'), ('Soroti', 'Lira')]",4,0.26610055171835456,"('Busia', 'Kampala')"
150,"[('Busia', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Lira')]",3,0.25663262986941304,"('Busia', 'Kampala')"
151,"[('Busia', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Soroti'), ('Soroti', 'Lira')]",5,0.3113150259259715,"('Busia', 'Kampala')"
152,"[('Busia', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Lira')]",4,0.30809911832995557,"('Busia', 'Mbale')"
153,"[('Busia', 'Mbale'), ('Mbale', 'Soroti'), ('Soroti', 'Lira')]",3,0.30677594145196596,"('Busia', 'Mbale')"
154,"[('Busia', 'Mbale'), ('Mbale', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Lira')]",5,0.34491387921525235,"('Busia', 'Mbale')"
155,"[('Busia', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Lira')]",5,0.37396158849064387,"('Busia', 'Tororo')"
156,"[('Busia', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Soroti'), ('Soroti', 'Lira')]",4,0.3894348233723238,"('Busia', 'Tororo')"
157,"[('Busia', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Soroti'), ('Soroti', 'Lira')]",5,0.3905290632675718,"('Busia', 'Tororo')"
158,"[('Busia', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Lira')]",4,0.41453524976817,"('Busia', 'Tororo')"
159,"[('Busia', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Soroti')]",3,0.25773038029847817,"('Busia', 'Kampala')"
160,"[('Busia', 'Kampala'), ('Kampala', 'Soroti')]",2,0.2393434118151277,"('Busia', 'Kampala')"
161,"[('Busia', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Soroti')]",4,0.3163410159129685,"('Busia', 'Kampala')"
162,"[('Busia', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Soroti')]",3,0.3137284691139462,"('Busia', 'Mbale')"
163,"[('Busia', 'Mbale'), ('Mbale', 'Soroti')]",2,0.3145583791889571,"('Busia', 'Mbale')"
164,"[('Busia', 'Mbale'), ('Mbale', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Soroti')]",4,0.35833958252456954,"('Busia', 'Mbale')"
165,"[('Busia', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Kampala'), ('Kampala', 'Soroti')]",4,0.39464921911880896,"('Busia', 'Tororo')"
166,"[('Busia', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Soroti')]",3,0.42217607583710387,"('Busia', 'Tororo')"
167,"[('Busia', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Soroti')]",4,0.41535856258996884,"('Busia', 'Tororo')"
168,"[('Busia', 'Tororo'), ('Tororo', 'Kampala'), ('Kampala', 'Soroti')]",3,0.45564331103156547,"('Busia', 'Tororo')"
169,"[('Busia', 'Kampala'), ('Kampala', 'Mbale'), ('Mbale', 'Masindi')]",3,0.2901935804807337,"('Busia', 'Kampala')"
170,"[('Busia', 'Kampala'), ('Kampala', 'Soroti'), ('Soroti', 'Mbale'), ('Mbale', 'Masindi')]",4,0.2489048061639057,"('Busia', 'Kampala')"
171,"[('Busia', 'Kampala'), ('Kampala', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Masindi')]",4,0.34068841604966016,"('Busia', 'Kampala')"
172,"[('Busia', 'Mbale'), ('Mbale', 'Masindi')]",2,0.3632531794623405,"('Busia', 'Mbale')"
173,"[('Busia', 'Tororo'), ('Tororo', 'Mbale'), ('Mbale', 'Masindi')]",3,0.4546392760193594,"('Busia', 'Tororo')"
